,Age,MaritalStatus,Occupation,WeeklyWorkingHours,WorkLifeBalance,EducationLevel,InvestmentOutcome,Income
29408,48,0,1,16,2,1,2,1
2559,48,0,3,55,1,6,4,1
5532,42,0,4,50,1,1,2,0
18696,51,1,1,40,1,1,2,0
15720,36,0,1,40,1,0,2,0
24546,57,0,3,40,1,4,2,1
31134,42,0,0,45,0,3,2,1
30040,46,0,1,40,0,2,2,0
10994,39,0,6,45,0,6,2,1
13612,38,0,4,50,2,1,2,1
24268,23,0,4,40,2,1,2,0
8638,24,0,0,45,0,1,2,0
10574,53,0,1,40,1,1,2,1
28111,31,0,6,40,2,1,2,1
19620,43,0,3,45,1,3,2,1
28161,55,1,5,20,1,1,2,0
29123,43,1,1,40,2,1,2,0
18621,51,1,5,30,2,1,2,0
16136,38,0,5,52,1,3,2,0
22555,41,1,6,40,1,1,2,0
27860,36,0,6,40,1,1,2,0
8070,52,0,3,40,1,6,2,1
11900,22,1,6,40,1,3,2,0
15742,25,1,1,25,2,1,2,0
31299,35,1,4,40,1,1,2,0
5732,43,0,1,60,1,1,2,0
7385,18,1,0,40,1,1,2,0
10269,26,0,6,42,1,1,2,0
24292,49,0,4,60,0,3,2,1
26519,21,1,0,40,0,1,2,0
9501,33,1,6,40,0,3,2,0
25936,53,0,6,40,2,0,2,0
12616,33,0,3,40,1,6,2,0
18602,52,0,3,40,2,6,2,1
12053,20,0,1,48,1,1,2,0
24163,31,1,0,40,1,1,2,0
30099,81,0,1,24,1,5,2,1
7874,26,1,5,40,2,1,2,0
27149,18,1,0,35,0,1,2,0
28535,61,0,0,40,0,1,2,1
26186,52,0,0,40,1,1,2,0
31525,24,0,1,35,2,1,2,0
10107,20,1,1,40,0,1,2,0
2623,52,0,4,55,1,1,4,1
27460,25,1,5,34,2,1,2,0
17824,38,1,1,40,2,0,2,0
21373,26,1,3,38,2,3,2,0
13846,55,0,1,40,1,3,2,0
12526,52,0,1,40,1,1,2,0
17612,24,0,3,40,1,3,2,1
10099,53,0,1,60,0,1,2,0
29362,20,1,1,20,2,1,2,0
6952,41,0,4,49,2,1,2,1
20556,54,0,1,40,1,0,2,0
30858,33,0,4,50,1,1,2,1
631,31,0,4,45,1,3,0,1
27195,29,0,0,40,0,1,2,0
14056,43,0,1,40,1,2,2,0
17714,31,1,1,40,1,1,2,0
9443,23,1,1,40,2,1,2,0
4931,43,1,6,45,0,1,2,0
32072,25,1,5,38,2,1,2,0
21567,31,0,1,40,2,0,2,0
7298,29,1,4,40,1,1,2,0
15338,22,1,1,40,1,0,2,0
19716,24,1,1,40,1,1,2,0
11597,21,1,1,30,2,1,2,0
9465,25,0,1,40,1,1,2,0
26971,46,0,5,40,1,3,2,1
10065,58,0,6,20,2,1,2,1
5822,25,1,3,40,1,3,2,0
26427,52,1,5,40,2,1,2,0
1549,54,0,3,50,1,5,4,1
28834,21,1,1,24,1,1,2,0
16965,22,1,5,36,0,2,2,0
12253,33,0,1,40,1,0,2,0
26618,32,1,1,50,1,3,2,1
20138,40,0,6,40,2,0,2,1
27792,42,0,1,40,0,1,2,0
22528,31,1,5,40,0,0,2,0
23498,30,0,4,40,1,3,2,1
18504,32,1,6,50,1,3,2,1
10485,35,0,1,35,1,1,2,0
29541,20,1,1,40,2,1,2,0
1703,37,1,6,60,1,4,4,1
7136,21,1,5,40,0,0,2,0
14513,28,1,0,40,2,3,2,0
19383,32,1,6,60,1,3,2,0
24089,35,1,1,40,2,1,2,0
21618,26,1,4,48,2,3,2,0
9401,25,1,0,40,1,1,2,0
28539,39,1,1,40,2,1,2,0
4227,39,1,0,45,0,1,3,0
9527,31,1,5,40,0,1,2,0
25097,26,1,4,55,0,3,2,0
6490,40,0,1,40,1,1,2,0
18497,38,0,1,41,1,1,2,0
11712,43,0,1,40,0,1,2,1
30919,18,1,5,18,1,0,2,0
4276,25,0,6,40,1,1,2,0
5271,59,0,3,55,2,4,2,0
29002,18,0,5,40,1,1,2,0
19698,46,1,1,40,2,2,2,0
6300,34,1,1,30,1,1,2,0
15363,52,1,1,40,0,1,2,0
28253,39,0,6,50,1,4,2,1
14990,69,1,6,40,0,3,2,0
31524,38,1,5,45,1,1,2,0
18165,35,1,6,42,2,3,2,0
12259,26,1,0,40,1,1,2,0
21758,36,1,3,40,2,3,2,0
14082,21,1,5,40,1,1,2,0
1350,34,1,5,40,0,5,0,1
22412,46,0,1,40,2,1,2,0
15392,57,0,6,40,1,3,2,0
340,30,1,4,40,1,1,0,0
1842,46,0,1,45,1,1,4,1
23988,19,1,1,43,1,1,2,0
2195,63,1,4,60,0,1,4,1
22139,40,0,0,40,0,1,2,0
4979,33,0,1,40,2,1,2,0
4587,35,1,1,50,1,0,2,1
24678,69,0,3,40,2,6,2,1
4021,39,1,0,45,1,1,3,0
1066,53,0,1,50,2,1,0,0
7831,31,0,1,60,2,0,2,0
22307,30,0,1,40,1,1,2,0
11093,59,0,3,60,1,4,2,0
31529,26,0,1,45,2,1,2,1
28356,60,0,1,40,1,1,2,0
10562,53,1,4,40,2,1,2,0
14084,59,0,1,35,2,4,2,1
2942,55,1,3,40,0,2,4,0
13938,26,0,1,40,0,1,2,0
21894,21,1,1,20,2,1,2,0
13853,49,0,1,40,1,2,2,0
17633,55,0,1,44,2,1,2,0
2129,39,1,6,60,1,4,4,1
27681,33,1,1,40,1,1,2,0
25619,22,1,5,20,1,1,2,0
7759,33,1,0,40,1,1,2,0
2839,40,0,4,45,2,1,4,1
17406,30,0,1,40,1,1,2,0
9797,20,1,3,35,2,1,2,0
31715,28,0,5,40,0,0,2,0
18589,51,0,1,40,1,3,2,0
30217,22,1,1,35,1,1,2,0
20664,27,1,5,40,2,3,2,0
279,60,0,5,34,1,1,0,0
8732,24,1,4,40,0,1,2,0
6285,25,1,0,40,0,1,2,0
20041,29,1,3,40,1,3,2,0
28669,21,1,5,40,1,1,2,0
28350,19,1,5,20,2,1,2,0
7035,46,0,4,45,1,3,2,0
14744,20,1,5,20,0,1,2,0
25907,32,1,1,40,1,0,2,0
669,42,0,1,50,1,1,0,1
26650,20,1,5,30,2,1,2,0
14204,22,1,5,40,1,1,2,0
25634,30,0,0,40,1,1,2,0
31255,42,1,6,40,2,4,2,1
5088,45,1,5,40,2,1,2,1
31906,43,0,3,45,2,4,2,1
29926,70,0,1,40,1,0,2,0
17675,34,0,1,50,0,1,2,0
29125,40,1,3,40,2,3,2,0
27124,42,0,1,40,0,0,2,0
22022,44,1,3,55,2,5,2,1
25373,21,1,1,50,2,1,2,0
14746,18,1,1,30,1,1,2,0
13302,28,1,1,40,0,0,2,0
7455,18,1,4,28,0,1,2,0
27498,84,1,3,16,2,1,2,0
20100,62,0,1,40,1,1,2,0
6730,64,1,5,35,0,0,2,0
30188,41,0,1,43,1,2,2,1
26643,20,1,1,40,0,0,2,0
30654,23,1,1,40,1,0,2,0
13263,38,0,6,50,1,1,2,0
18812,41,0,3,40,2,3,2,0
27259,27,0,4,42,1,1,2,1
16558,42,0,1,40,1,0,2,0
11437,18,1,4,30,1,1,2,0
32093,26,1,5,25,1,1,2,0
23244,40,1,6,20,0,4,2,0
9845,26,1,4,51,2,0,2,0
4532,33,0,6,40,2,3,2,1
31818,37,1,1,50,1,1,2,0
12058,58,0,1,40,1,3,2,1
9724,38,0,5,35,1,1,2,0
10150,47,1,3,50,0,3,2,1
18720,60,0,3,48,1,4,2,1
12026,61,1,4,25,0,0,2,0
24685,29,0,3,40,0,2,2,0
1364,67,0,6,40,0,1,0,0
6085,29,0,1,55,1,1,2,0
8188,55,0,1,40,2,3,2,0
11749,31,0,5,60,1,1,2,0
24841,42,0,6,40,0,1,2,0
10256,35,0,1,35,1,1,2,0
24645,56,1,3,39,1,4,2,0
3559,46,0,1,35,0,1,3,0
25854,24,1,1,20,1,2,2,0
17733,23,1,3,40,0,3,2,0
26095,35,1,6,50,2,1,2,0
27417,36,0,0,40,1,1,2,1
28303,44,1,3,45,0,3,2,0
16305,33,1,4,50,0,1,2,0
6956,58,0,6,40,1,2,2,1
17213,35,0,3,60,1,6,2,0
4873,17,1,1,20,1,0,2,0
14185,47,0,3,40,2,6,2,1
24633,46,0,5,40,2,1,2,0
11595,44,0,3,40,1,4,2,1
20599,33,1,3,40,2,2,2,0
28179,21,1,1,20,0,1,2,0
2100,54,0,4,50,1,1,4,1
5328,73,1,5,37,2,1,2,0
5221,59,1,4,40,1,1,2,0
15325,20,1,3,20,1,1,2,0
23840,21,1,1,40,2,1,2,0
31702,49,1,0,40,1,1,2,0
6649,47,1,3,38,1,4,2,0
28704,29,0,1,60,2,1,2,0
30354,45,0,1,50,0,1,2,0
1339,45,1,3,40,1,2,0,1
3367,19,1,4,48,0,1,3,0
3560,56,0,6,50,0,0,3,0
25835,37,1,5,40,1,1,2,0
337,58,1,0,45,1,4,0,0
28659,36,1,3,35,1,3,2,0
30221,40,1,1,40,1,1,2,0
30895,23,1,3,40,0,3,2,0
27716,51,0,1,40,2,1,2,0
25493,50,0,0,32,0,1,2,0
25626,29,0,6,40,2,1,2,0
13464,35,1,3,40,1,4,2,0
30756,55,1,3,37,2,1,2,0
28325,49,0,5,40,1,1,2,0
13080,65,1,5,25,1,1,2,0
1112,21,1,1,30,1,1,0,0
15530,28,1,6,40,1,1,2,0
12207,36,0,0,40,2,2,2,1
9846,59,0,0,20,2,1,2,0
10942,19,1,1,20,1,0,2,0
5086,23,1,1,40,1,1,2,0
9674,41,1,0,40,1,1,2,0
2011,49,0,3,65,0,5,4,1
26409,20,1,5,40,0,1,2,0
25354,39,1,1,40,0,1,2,0
28431,34,0,0,40,1,2,2,1
14642,41,1,1,40,0,1,2,0
22181,34,0,1,40,1,1,2,0
31344,23,1,3,60,2,3,2,0
6230,20,1,1,35,2,1,2,0
29341,37,0,1,40,2,1,2,0
216,28,0,1,40,1,0,0,0
13804,27,0,3,40,2,1,2,1
14163,24,1,0,60,1,1,2,0
13515,40,1,0,45,2,1,2,0
4783,30,0,0,40,1,3,2,1
10462,24,1,6,40,2,3,2,0
4179,69,1,5,18,1,1,3,0
10627,36,1,5,55,1,1,2,0
31694,66,1,1,40,1,0,2,0
26626,26,0,3,45,0,3,2,1
25954,36,1,0,45,2,1,2,0
27989,50,0,3,23,1,6,2,0
16263,33,1,0,35,1,1,2,0
17195,41,0,1,48,0,1,2,1
20869,73,1,5,20,2,1,2,0
3502,63,0,0,40,1,1,3,0
16637,48,1,1,50,0,0,2,0
19351,48,0,6,40,0,4,2,1
22962,29,0,1,40,2,2,2,0
14240,27,1,3,30,1,3,2,0
26697,45,1,0,40,2,1,2,0
21078,26,1,3,45,1,3,2,0
19151,33,1,5,45,2,0,2,0
1939,45,0,6,60,0,4,4,1
4116,41,1,3,40,1,4,3,0
4030,57,1,0,37,0,3,3,0
30517,56,0,4,40,2,1,2,0
15141,18,1,0,40,1,1,2,0
2957,57,1,1,40,2,0,4,0
9886,51,0,5,40,1,2,2,0
27150,53,1,1,40,1,1,2,0
1843,49,0,6,50,0,4,4,1
2864,44,0,1,50,1,1,4,1
1983,52,0,1,40,0,4,4,1
22385,38,0,5,24,1,0,2,0
25131,44,0,3,40,2,1,2,0
11352,37,1,6,65,0,4,2,0
26315,41,0,4,60,1,1,2,1
13752,18,1,1,25,1,0,2,0
7070,32,0,1,40,1,2,2,0
3640,37,0,5,40,1,0,3,0
26998,21,1,1,24,1,1,2,0
17690,36,1,0,35,1,1,2,0
7223,38,0,1,40,2,1,2,1
28294,68,0,4,16,1,0,2,0
7451,28,1,6,35,1,1,2,0
26318,38,1,1,20,0,3,2,0
26719,42,0,5,50,1,0,2,0
29529,46,0,4,50,1,1,2,0
27773,45,1,1,40,1,1,2,0
12410,23,1,0,40,1,1,2,0
1185,61,0,1,40,0,0,0,0
1885,41,0,3,50,1,5,4,1
18073,19,1,1,52,0,0,2,0
7202,63,0,1,32,1,1,2,0
920,53,1,3,38,1,4,0,0
21134,25,1,5,40,2,3,2,0
9721,54,1,6,38,2,1,2,0
25774,17,1,1,20,0,0,2,0
766,34,0,6,40,2,1,0,1
11759,32,1,1,50,2,1,2,0
18493,17,1,1,40,2,1,2,0
21118,20,1,1,40,2,1,2,0
27888,32,1,1,50,0,0,2,0
29682,58,0,1,48,1,1,2,0
8906,17,1,5,25,1,0,2,0
16679,41,1,0,38,1,2,2,0
30381,58,1,0,40,1,1,2,1
11693,22,1,0,40,1,1,2,0
26876,38,0,1,35,1,1,2,0
26984,21,1,4,40,1,1,2,0
344,56,1,6,40,0,1,0,0
30809,43,1,5,30,0,4,2,0
31047,61,1,3,25,0,4,2,0
28146,28,0,1,40,1,0,2,0
22046,19,1,4,20,1,0,2,0
6249,32,1,4,50,2,1,2,0
6545,55,0,3,40,2,1,2,0
5815,21,1,5,40,2,1,2,0
3316,24,0,1,40,2,1,3,1
17425,26,1,5,40,1,2,2,0
16727,24,1,1,40,1,1,2,0
19683,41,0,4,50,1,1,2,1
962,36,0,0,55,1,3,0,1
4235,37,0,6,40,1,4,2,0
26952,34,1,6,50,1,5,2,0
28968,41,1,6,55,1,4,2,0
10865,29,0,0,20,2,1,2,0
367,55,0,6,50,1,4,0,1
31085,53,1,1,30,0,1,2,0
29799,42,0,1,40,0,1,2,0
30447,25,1,0,40,1,1,2,0
3165,36,0,1,40,1,1,4,0
11629,27,0,4,40,1,1,2,1
17036,45,0,6,60,1,6,2,0
22499,47,0,5,36,1,0,2,0
24553,36,0,1,60,1,2,2,1
12480,62,0,1,40,0,3,2,0
22348,56,1,5,40,0,1,2,0
21348,23,1,1,60,1,0,2,0
14877,75,0,1,20,2,1,2,0
11764,43,1,0,40,2,3,2,0
5146,32,0,4,40,0,3,2,0
21200,58,0,1,40,0,0,2,0
17868,29,0,4,41,2,3,2,0
32443,51,1,6,45,0,6,2,1
12944,24,1,4,48,1,1,2,0
23307,44,0,1,56,1,1,2,1
17915,38,0,5,40,2,2,2,0
23892,34,0,3,40,0,4,2,1
30539,18,1,4,24,1,1,2,0
7722,34,1,3,48,0,5,2,1
32265,21,1,5,35,2,1,2,0
15062,28,1,1,40,1,1,2,0
22352,54,0,4,40,2,1,2,0
12700,24,1,3,40,0,3,2,0
15531,19,1,5,52,1,1,2,0
8818,57,0,1,40,0,3,2,1
19994,33,0,1,40,0,1,2,0
7308,41,1,0,50,2,3,2,0
9175,49,0,1,48,1,0,2,0
27536,28,1,1,35,0,0,2,0
31911,32,1,0,40,1,1,2,0
7357,17,1,5,40,1,1,2,0
19324,46,0,3,40,0,3,2,1
25671,37,0,5,42,1,1,2,0
23512,23,1,1,40,1,1,2,0
10638,56,1,5,32,2,0,2,0
17592,18,1,4,20,1,0,2,0
24266,24,1,4,30,1,3,2,0
1544,57,0,3,60,2,5,4,1
26337,66,0,6,45,1,1,2,0
15853,49,1,1,40,0,1,2,0
26820,28,0,1,38,1,1,2,0
1821,51,0,3,60,0,6,4,1
11852,22,1,1,40,2,1,2,0
17292,35,0,4,60,0,2,2,0
14326,36,1,4,48,0,3,2,0
19225,27,1,6,40,1,3,2,0
24131,61,1,6,40,0,1,2,0
22271,37,0,6,50,1,1,2,0
1751,70,0,3,35,1,3,4,1
299,51,0,4,45,2,1,0,0
2018,39,0,6,48,2,5,4,1
15535,36,1,5,40,1,3,2,0
14870,46,1,1,40,1,1,2,0
5412,52,0,1,40,1,1,2,1
5883,32,1,0,40,1,1,2,0
30608,46,0,4,60,0,1,2,1
30912,50,0,5,35,1,0,2,0
27435,27,0,1,40,1,0,2,0
2698,31,0,0,50,2,3,4,1
11837,30,1,1,40,2,1,2,0
30330,41,1,1,40,2,1,2,0
15701,23,1,3,40,1,3,2,0
211,32,1,1,40,2,1,0,0
12806,40,1,0,35,1,1,2,0
5934,48,0,1,50,1,0,2,1
31872,61,0,1,25,0,6,2,1
25249,46,1,0,40,1,3,2,0
31328,25,1,3,20,2,5,2,0
32042,53,0,3,50,1,6,2,1
7033,42,1,3,40,0,3,2,0
18865,69,0,3,25,0,4,2,0
27207,30,1,1,42,2,0,2,0
32479,34,0,3,55,1,4,2,0
4168,18,1,1,25,1,1,3,0
485,51,0,6,50,1,4,0,1
30629,41,0,6,40,0,1,2,1
15011,47,0,1,40,1,2,2,0
18447,28,1,4,50,0,2,2,0
23120,26,0,0,40,0,3,2,1
7593,26,1,0,24,1,1,2,0
21974,35,0,3,40,0,3,2,0
2600,38,0,1,40,1,1,4,1
3288,50,0,1,40,1,1,3,0
11856,20,1,5,32,2,0,2,0
8202,39,1,4,38,0,1,2,0
22666,31,0,5,40,1,1,2,0
25033,26,1,1,40,1,1,2,0
6508,27,0,1,40,0,0,2,0
10138,73,1,4,40,2,0,2,0
19847,49,1,5,40,0,1,2,0
23457,44,1,0,40,0,2,2,0
29168,31,1,1,40,1,1,2,0
14152,19,1,4,35,0,1,2,0
22981,52,0,1,40,1,0,2,0
18108,26,0,1,50,1,1,2,0
731,50,0,6,40,1,1,0,1
5560,26,1,0,30,2,1,2,0
18374,30,1,1,40,0,1,2,0
8980,49,0,3,32,0,0,2,0
31404,45,0,6,60,1,3,2,1
24330,45,1,0,28,2,1,2,0
11060,57,0,5,35,2,0,2,0
5252,47,1,0,40,0,1,2,0
30390,33,1,1,40,1,0,2,0
31724,39,0,1,40,1,1,2,0
27337,58,1,0,40,0,1,2,0
20895,53,0,1,40,1,0,2,0
20981,56,1,5,40,2,1,2,0
5832,23,1,5,20,0,1,2,0
14720,55,0,1,40,0,1,2,0
28804,45,1,0,40,0,1,2,0
20948,46,0,0,40,2,1,2,1
29678,48,0,1,40,1,0,2,1
25609,41,0,6,60,2,3,2,1
29044,51,1,0,40,0,3,2,0
20964,73,1,5,32,2,1,2,0
28337,38,1,3,40,1,4,2,0
1380,53,1,1,35,1,1,0,0
13666,17,1,5,20,1,0,2,0
30240,32,0,1,50,1,1,2,0
11426,62,0,4,40,0,1,2,0
25436,26,1,5,20,1,0,2,0
11050,33,1,1,40,0,0,2,0
31807,29,0,6,48,2,1,2,0
30978,64,1,0,40,0,1,2,0
31002,38,0,1,52,2,1,2,1
25631,35,0,1,25,1,1,2,0
12734,42,1,5,21,0,1,2,0
31894,58,0,1,50,1,0,2,0
16945,23,1,1,40,1,1,2,0
16839,27,0,0,40,0,1,2,0
13006,57,0,6,50,1,3,2,1
19552,33,1,0,35,2,1,2,0
20136,23,1,6,40,0,3,2,0
13329,18,1,1,30,2,1,2,0
6491,41,0,1,40,0,1,2,1
5826,47,0,0,35,2,2,2,1
27434,21,1,1,20,1,1,2,0
12138,24,1,5,40,0,0,2,0
12897,28,1,1,36,0,1,2,0
19842,35,1,1,40,1,1,2,0
4405,19,1,1,40,1,1,2,0
17502,73,0,1,30,0,3,2,0
18657,19,1,4,35,2,1,2,0
25679,39,0,5,40,1,2,2,0
16491,23,1,1,40,2,1,2,0
26690,57,1,5,40,1,1,2,0
4408,18,1,4,40,0,0,2,0
18235,22,1,3,40,2,1,2,0
9903,63,0,0,45,1,0,2,0
24745,43,0,1,55,0,1,2,0
911,53,1,0,38,1,1,0,0
14351,37,1,3,40,0,3,2,0
17742,39,0,1,40,2,1,2,1
24007,53,0,6,44,1,3,2,1
2081,34,0,1,45,1,1,4,1
11007,19,0,1,20,1,1,2,0
4622,40,0,1,40,1,2,2,1
30658,45,1,4,40,1,2,2,0
15105,42,0,5,23,0,1,2,0
26083,21,1,5,30,1,1,2,0
4237,52,0,6,45,1,1,2,1
30025,31,0,5,40,1,5,2,0
28568,30,1,1,40,0,1,2,0
29086,51,0,3,38,0,4,2,1
13751,28,1,1,50,0,0,2,0
14120,31,0,1,52,1,1,2,0
2944,35,1,0,40,2,2,4,0
4420,25,1,1,40,1,0,2,0
29621,22,1,5,40,2,1,2,0
20338,50,0,6,50,2,1,2,1
2568,37,0,1,40,0,0,4,1
18718,48,1,6,40,1,4,2,1
24051,40,1,4,53,2,3,2,0
16543,37,0,1,40,1,1,2,0
1657,40,0,6,50,1,4,4,1
22465,57,1,1,39,0,3,2,0
24016,24,1,4,40,0,3,2,0
7411,38,0,6,50,2,1,2,0
3323,37,0,1,44,1,2,3,1
21672,27,0,5,40,2,2,2,0
14162,47,0,1,50,0,3,2,1
16722,29,0,1,40,1,0,2,0
31277,55,0,3,40,1,3,2,1
15738,25,0,3,38,2,3,2,1
24432,17,1,1,16,1,0,2,0
4045,62,1,1,40,1,1,3,0
30415,65,0,4,18,2,1,2,0
26693,53,1,5,47,1,0,2,0
25513,28,0,1,40,0,1,2,0
16222,52,1,5,40,0,1,2,0
7226,17,1,3,20,2,0,2,0
21064,18,1,5,30,1,1,2,0
15043,41,0,3,40,1,3,2,1
18039,21,1,1,38,2,1,2,0
18889,44,0,6,40,1,3,2,1
10712,31,1,4,35,1,1,2,0
19957,36,1,1,40,2,0,2,0
23581,26,1,1,40,1,1,2,0
3527,30,0,1,40,2,0,3,0
24229,41,0,1,40,1,1,2,0
7868,59,1,6,40,0,1,2,0
31573,23,1,1,20,2,1,2,0
1353,33,1,5,52,2,3,0,1
25276,41,0,6,60,1,4,2,1
18590,27,0,1,40,2,1,2,0
27541,51,1,3,40,0,2,2,0
23837,49,1,6,48,1,1,2,1
14034,29,0,6,40,2,1,2,1
14404,17,1,4,20,1,0,2,0
7028,17,1,1,40,0,1,2,0
20089,26,1,1,40,1,1,2,0
22623,61,1,6,40,1,1,2,0
5359,29,1,5,40,1,1,2,0
25192,35,1,1,65,1,3,2,0
13467,35,0,1,50,0,1,2,0
30794,50,0,5,60,2,1,2,0
16035,29,1,0,20,0,1,2,0
12210,54,0,1,44,0,1,2,1
21700,22,1,3,40,2,3,2,0
24041,34,1,3,40,2,4,2,0
31055,53,0,1,40,1,1,2,1
10484,27,0,1,50,0,1,2,0
27470,36,1,5,40,0,3,2,0
21693,38,1,1,40,0,1,2,0
20523,40,0,5,55,1,1,2,1
19530,59,0,4,40,1,1,2,0
20766,35,1,1,56,2,1,2,0
4380,27,1,1,50,0,3,2,0
5565,17,1,4,30,0,0,2,0
3450,33,0,1,40,1,1,3,0
7806,40,0,1,50,0,1,2,0
2857,26,0,1,55,0,1,4,1
15512,60,1,1,40,0,1,2,0
25470,46,1,5,40,0,0,2,0
4935,41,1,3,60,2,2,2,0
28112,30,1,1,48,2,2,2,0
1412,34,0,5,40,1,1,0,0
28298,31,0,1,40,2,0,2,0
17757,26,1,4,40,0,3,2,0
5509,26,1,0,40,0,2,2,0
7702,35,0,1,40,2,0,2,0
27059,19,1,1,25,1,1,2,0
13043,20,1,5,30,1,1,2,0
18759,20,1,6,54,2,1,2,0
4832,24,1,1,45,1,1,2,0
12478,33,0,1,40,1,1,2,0
21293,35,0,5,42,2,2,2,0
22638,22,1,1,40,2,0,2,0
13250,27,1,0,40,0,3,2,0
25148,41,1,1,50,1,1,2,0
10628,18,1,1,60,2,1,2,0
26491,41,0,1,40,0,0,2,0
19339,27,1,1,40,1,2,2,0
6766,37,0,1,40,0,1,2,0
27824,30,1,3,40,2,2,2,0
7441,19,1,5,22,0,1,2,0
10759,21,1,1,20,2,1,2,0
969,63,0,4,40,1,3,0,1
20215,47,0,0,40,0,3,2,1
14220,27,1,6,58,2,2,2,0
20642,26,1,5,40,1,3,2,0
612,63,0,6,50,1,6,0,1
19093,28,1,5,40,2,1,2,0
3618,59,1,0,40,0,1,3,0
29244,41,1,0,40,1,0,2,0
15837,38,0,1,35,0,1,2,0
7493,63,0,5,40,0,1,2,0
7290,49,0,6,50,1,6,2,1
14847,50,1,1,20,2,0,2,0
20992,17,1,1,20,0,0,2,0
20702,25,0,1,40,1,1,2,0
22244,47,0,1,40,0,2,2,0
15005,34,1,1,40,2,1,2,0
15224,38,1,5,40,2,0,2,0
25952,55,0,1,45,0,0,2,0
21329,50,0,1,40,2,1,2,1
2368,64,1,4,50,1,1,4,1
30843,40,1,3,40,1,2,2,1
27098,19,1,1,60,0,0,2,0
3000,42,0,6,40,1,3,4,1
23744,26,1,3,35,2,3,2,0
29395,38,1,6,40,1,2,2,0
5332,37,0,0,37,1,1,2,0
18973,39,0,5,50,2,3,2,1
3457,51,0,1,40,1,1,3,0
25983,37,0,1,40,1,1,2,0
27650,25,1,5,40,1,1,2,0
7291,81,1,0,20,1,1,2,0
30254,19,1,5,30,1,1,2,0
6135,49,1,3,50,2,3,2,0
692,30,0,0,40,2,3,0,1
24021,61,0,4,40,1,3,2,1
11864,30,1,1,45,1,2,2,0
19956,23,1,0,40,1,1,2,0
16490,25,1,0,40,1,3,2,0
5761,29,1,5,40,2,0,2,0
25939,62,0,5,40,2,1,2,0
7550,49,1,1,40,1,1,2,0
28718,26,1,5,20,1,1,2,0
3727,35,0,1,55,1,2,3,0
11676,32,1,4,30,1,1,2,0
28236,24,1,1,50,2,1,2,0
4776,30,1,1,60,0,1,2,0
6043,52,0,1,40,1,2,2,0
10469,22,1,0,60,1,1,2,0
75,42,0,6,60,1,3,0,1
11516,43,0,1,50,1,3,2,1
22697,47,1,5,45,1,1,2,0
14471,49,0,6,47,1,4,2,1
26525,42,1,0,40,1,1,2,0
25701,22,1,0,40,1,1,2,0
18890,26,0,4,48,2,1,2,0
4080,70,1,1,40,0,1,3,0
30068,27,1,6,40,1,3,2,0
16819,41,0,5,40,1,3,2,1
18609,40,1,0,32,1,1,2,0
21292,44,1,5,37,2,1,2,0
8860,20,1,1,40,2,1,2,0
971,48,0,5,40,0,1,0,1
11435,48,1,6,50,1,3,2,0
187,48,1,6,40,0,1,0,1
28967,28,1,5,40,1,1,2,0
26386,34,1,1,48,0,1,2,1
7094,26,0,1,55,1,1,2,0
15329,21,1,5,25,1,1,2,0
17431,25,1,1,20,2,1,2,0
15277,27,0,3,42,1,5,2,1
4901,55,1,4,38,1,1,2,0
20706,63,0,1,60,1,0,2,1
11432,26,0,1,40,0,3,2,1
14234,29,0,1,40,1,1,2,0
3024,40,0,1,40,1,1,4,1
20563,31,1,3,40,2,1,2,0
24406,36,0,4,40,1,1,2,0
13524,24,1,1,50,1,1,2,0
32410,18,1,0,35,1,0,2,0
29356,26,1,1,40,1,0,2,0
4758,35,1,1,40,2,2,2,0
28126,18,1,4,25,1,0,2,0
15943,22,1,5,50,2,1,2,0
7071,49,0,1,40,1,0,2,0
9936,58,0,1,40,1,1,2,0
29955,30,0,1,40,2,1,2,0
9060,44,1,4,40,1,1,2,0
10551,41,1,1,46,1,1,2,1
2903,40,0,1,50,1,1,4,1
6052,25,1,6,40,1,3,2,0
12870,28,0,1,40,1,1,2,0
22898,32,0,1,40,0,1,2,0
30904,21,1,1,40,1,1,2,0
2533,38,0,1,40,0,0,4,1
16718,30,1,5,60,1,3,2,1
24015,39,1,1,40,0,1,2,0
4449,19,1,0,40,0,1,2,0
13262,38,0,5,45,0,1,2,0
13635,29,1,1,40,1,0,2,0
26212,27,1,1,45,2,3,2,0
17240,35,0,1,40,0,1,2,0
26538,56,1,0,32,0,1,2,0
14989,27,1,4,50,0,3,2,0
398,47,0,4,40,0,3,0,1
2249,51,1,6,40,2,3,4,1
21568,23,1,5,25,0,2,2,0
733,45,0,5,40,1,1,0,1
19510,46,1,0,45,2,1,2,0
29189,19,1,4,25,1,1,2,0
20611,57,1,1,42,1,1,2,0
10405,36,1,1,28,0,1,2,0
6100,45,0,6,40,0,3,2,1
17166,38,0,4,40,1,3,2,1
22372,51,1,6,44,1,1,2,0
16298,44,1,0,40,1,1,2,0
1159,26,1,6,50,0,3,0,0
20298,50,0,4,60,1,3,2,1
7168,53,0,1,60,2,1,2,0
32291,63,1,5,31,2,0,2,0
17019,58,0,6,50,1,2,2,1
17709,20,1,1,40,1,1,2,0
230,66,0,1,40,0,3,0,1
24503,31,0,6,50,1,1,2,0
21766,47,1,0,40,0,1,2,1
29075,38,0,0,22,1,1,2,0
30812,22,1,0,35,1,1,2,0
5265,48,0,1,40,1,1,2,1
